pack_number,zip,pack_name,class,subclass,specialization,ability,monster,boss,support_npc,weather,terrain,sun_variant,glb_modules,texture_png,audio_wav,config_docs,size_bytes
1009,1009_flux_caster_stance_dance_combat_magic_upgrade_1009.zip,Flux-Caster Stance Dance Combat Magic Upgrade 1009,Flux-Caster,Elemental Weaver,Thermal Shock,Stance Dance,The Sylvan Juggernaut,The Ascendant Colossus,The Grand Archivist,amber dusk,starfield dust,festival magenta sun,8,12,5,11,110072
1010,1010_protocol_weaver_structural_rewrite_combat_magic_upgrade_1010.zip,Protocol Weaver Structural Rewrite Combat Magic Upgrade 1010,Protocol Weaver,Anomaly,Structural Revision,Structural Rewrite,The Gnarl-Maws,The Resonant Behemoth,Tidespeaker Nami,acid rain,glass shard soundwave,cold blue sunrise,8,12,5,11,108995
1011,1011_apex_mutator_dna_siphon_combat_magic_upgrade_1011.zip,Apex Mutator DNA Siphon Combat Magic Upgrade 1011,Apex Mutator,Chimera Strand,Scrap-Armor,DNA Siphon,The Aegis Carapace,The Data-Forged Evolvarch,Beastmaster Thorne,snow squall,root snare,golden sanctuary sun,8,12,5,11,127109
1012,1012_resonant_the_master_mixer_combat_magic_upgrade_1012.zip,Resonant The Master Mixer Combat Magic Upgrade 1012,Resonant,Sonic Vanguard,Kinetic Amplification,The Master Mixer,The Tremor-Fiend,The Resonance Maestro,Director Vance,zero-g starstorm,starfield dust,ash-orange glare,8,12,5,11,108037
1013,1013_packmaster_launching_bite_combat_magic_upgrade_1013.zip,Packmaster Launching Bite Combat Magic Upgrade 1013,Packmaster,Outward Hunter,Coordinated Assault,Launching Bite,The Scrap-Stalker,The Syndicate Lich,The Grand Archivist,fog bank,glass shard soundwave,eclipse violet rim,8,12,5,11,83959
1014,1014_orbital_striker_hover_dash_combat_magic_upgrade_1014.zip,Orbital Striker Hover-Dash Combat Magic Upgrade 1014,Orbital Striker,Orbital Bombardment,Frictionless Dash,Hover-Dash,The Grid-Rushers,The Apex Chimera,Tidespeaker Nami,tidal surge,root snare,storm green cast,8,12,5,11,87091
1015,1015_scrap_tek_wrecking_ball_combat_magic_upgrade_1015.zip,Scrap-Tek Wrecking Ball Combat Magic Upgrade 1015,Scrap-Tek,Exo-Brawler,Sentry Defense,Wrecking Ball,The Siphon-Ticks,The Astral Sovereign,Beastmaster Thorne,clear dawn,starfield dust,molten red noon,8,12,5,11,95235
1016,1016_kinetic_juggernaut_perfect_deflection_combat_magic_upgrade_1016.zip,Kinetic Juggernaut Perfect Deflection Combat Magic Upgrade 1016,Kinetic Juggernaut,Counter-Weight,The Stampede,Perfect Deflection,The Venom-Spitter,The Null Anomaly,Director Vance,amber dusk,glass shard soundwave,deep-water cyan bloom,8,12,5,11,126354
1017,1017_phantom_shift_chrono_collapse_combat_magic_upgrade_1017.zip,Phantom-Shift Chrono-Collapse Combat Magic Upgrade 1017,Phantom-Shift,Void-Walker,Time-Loop,Chrono-Collapse,Nexus Warden,The Ivory Behemoth,The Grand Archivist,acid rain,root snare,archive white-gold,8,12,5,11,86312
1018,1018_sylvan_warden_master_gardener_combat_magic_upgrade_1018.zip,Sylvan Warden Master Gardener Combat Magic Upgrade 1018,Sylvan Warden,Iron-Bark,Tectonic Roots,Master Gardener,The Void Anomaly,The Ascendant Colossus,Tidespeaker Nami,snow squall,starfield dust,void blacklight sun,8,12,5,11,127699
1019,1019_flux_caster_the_maelstrom_combat_magic_upgrade_1019.zip,Flux-Caster The Maelstrom Combat Magic Upgrade 1019,Flux-Caster,Aether-Blade,Elemental Ward,The Maelstrom,The Scrap-Phalanx,The Resonant Behemoth,Beastmaster Thorne,zero-g starstorm,glass shard soundwave,festival magenta sun,8,12,5,11,109139
1020,1020_protocol_weaver_final_revision_combat_magic_upgrade_1020.zip,Protocol Weaver Final Revision Combat Magic Upgrade 1020,Protocol Weaver,Front-Matter Architect,Foundation Warding,Final Revision,The Iron-Jaw Hound,The Data-Forged Evolvarch,Director Vance,fog bank,root snare,cold blue sunrise,8,12,5,11,109657
1021,1021_apex_mutator_apex_ascendancy_combat_magic_upgrade_1021.zip,Apex Mutator Apex Ascendancy Combat Magic Upgrade 1021,Apex Mutator,Data-Code Deviant,Recursive Evolution,Apex Ascendancy,The Nexus Swarmers,The Resonance Maestro,The Grand Archivist,tidal surge,starfield dust,golden sanctuary sun,8,12,5,11,126854
1022,1022_resonant_frame_trap_combat_magic_upgrade_1022.zip,Resonant Frame-Trap Combat Magic Upgrade 1022,Resonant,Wakaan Mystic,Acoustic Shielding,Frame-Trap,The Sylvan Juggernaut,The Syndicate Lich,Tidespeaker Nami,clear dawn,glass shard soundwave,ash-orange glare,8,12,5,11,108331
1023,1023_packmaster_the_latch_combat_magic_upgrade_1023.zip,Packmaster The Latch Combat Magic Upgrade 1023,Packmaster,Hound-Rider,Territorial Divide,The Latch,The Gnarl-Maws,The Apex Chimera,Beastmaster Thorne,amber dusk,root snare,eclipse violet rim,8,12,5,11,84450
1024,1024_orbital_striker_anti_grav_uppercut_combat_magic_upgrade_1024.zip,Orbital Striker Anti-Grav Uppercut Combat Magic Upgrade 1024,Orbital Striker,Zero-G Brawler,Repulsion Matrix,Anti-Grav Uppercut,The Aegis Carapace,The Astral Sovereign,Director Vance,acid rain,starfield dust,storm green cast,8,12,5,11,87259
1025,1025_scrap_tek_junkyard_turret_combat_magic_upgrade_1025.zip,Scrap-Tek Junkyard Turret Combat Magic Upgrade 1025,Scrap-Tek,Scavenger,Overcharge,Junkyard Turret,The Tremor-Fiend,The Null Anomaly,The Grand Archivist,snow squall,glass shard soundwave,molten red noon,8,12,5,11,95871
1026,1026_kinetic_juggernaut_the_asteroid_combat_magic_upgrade_1026.zip,Kinetic Juggernaut The Asteroid Combat Magic Upgrade 1026,Kinetic Juggernaut,Momentum Engine,Aggro Manipulation,The Asteroid,The Scrap-Stalker,The Ivory Behemoth,Tidespeaker Nami,zero-g starstorm,root snare,deep-water cyan bloom,8,12,5,11,125913
1027,1027_phantom_shift_vaulting_stutter_combat_magic_upgrade_1027.zip,Phantom-Shift Vaulting Stutter Combat Magic Upgrade 1027,Phantom-Shift,Chrono-Blade,Velocity Scaling,Vaulting Stutter,The Grid-Rushers,The Ascendant Colossus,Beastmaster Thorne,fog bank,starfield dust,archive white-gold,8,12,5,11,85998
1028,1028_sylvan_warden_frame_trap_substitution_combat_magic_upgrade_1028.zip,Sylvan Warden Frame-Trap Substitution Combat Magic Upgrade 1028,Sylvan Warden,Verdant Weaver,Briar-Patch,Frame-Trap Substitution,The Siphon-Ticks,The Resonant Behemoth,Director Vance,tidal surge,glass shard soundwave,void blacklight sun,8,12,5,11,127344
1029,1029_flux_caster_ley_line_pull_combat_magic_upgrade_1029.zip,Flux-Caster Ley-Line Pull Combat Magic Upgrade 1029,Flux-Caster,Storm-Caller,Crystal Carapace,Ley-Line Pull,The Venom-Spitter,The Data-Forged Evolvarch,The Grand Archivist,clear dawn,root snare,festival magenta sun,8,12,5,11,109150
1030,1030_protocol_weaver_frame_trap_combat_magic_upgrade_1030.zip,Protocol Weaver Frame-Trap Combat Magic Upgrade 1030,Protocol Weaver,Evolutionary Coder,Digital Ascension,Frame-Trap,Nexus Warden,The Resonance Maestro,Tidespeaker Nami,amber dusk,starfield dust,cold blue sunrise,8,12,5,11,108943
1031,1031_apex_mutator_omega_cleave_combat_magic_upgrade_1031.zip,Apex Mutator Omega Cleave Combat Magic Upgrade 1031,Apex Mutator,Primal Catalyst,Apex Predator,Omega Cleave,The Void Anomaly,The Syndicate Lich,Beastmaster Thorne,acid rain,glass shard soundwave,golden sanctuary sun,8,12,5,11,126550
1032,1032_resonant_tremor_vault_combat_magic_upgrade_1032.zip,Resonant Tremor Vault Combat Magic Upgrade 1032,Resonant,Sub-Bass Architect,Low-Frequency Disruption,Tremor Vault,The Scrap-Phalanx,The Apex Chimera,Director Vance,snow squall,root snare,ash-orange glare,8,12,5,11,109382
1033,1033_packmaster_dual_latch_combat_magic_upgrade_1033.zip,Packmaster Dual-Latch Combat Magic Upgrade 1033,Packmaster,Alpha-Handler,Heavy-Chewer Lockdown,Dual-Latch,The Iron-Jaw Hound,The Astral Sovereign,The Grand Archivist,zero-g starstorm,starfield dust,eclipse violet rim,8,12,5,11,83120
1034,1034_orbital_striker_thruster_strike_combat_magic_upgrade_1034.zip,Orbital Striker Thruster-Strike Combat Magic Upgrade 1034,Orbital Striker,Thruster-Junkie,Atmospheric Juggle,Thruster-Strike,The Nexus Swarmers,The Null Anomaly,Tidespeaker Nami,fog bank,glass shard soundwave,storm green cast,8,12,5,11,86180
1035,1035_scrap_tek_hydraulic_piston_combat_magic_upgrade_1035.zip,Scrap-Tek Hydraulic Piston Combat Magic Upgrade 1035,Scrap-Tek,Field-Mechanic,Shrapnel Storm,Hydraulic Piston,The Sylvan Juggernaut,The Ivory Behemoth,Beastmaster Thorne,tidal surge,root snare,molten red noon,8,12,5,11,94825
1036,1036_kinetic_juggernaut_ground_zero_combat_magic_upgrade_1036.zip,Kinetic Juggernaut Ground Zero Combat Magic Upgrade 1036,Kinetic Juggernaut,Seismic Brawler,Release Valve,Ground Zero,The Gnarl-Maws,The Ascendant Colossus,Director Vance,clear dawn,starfield dust,deep-water cyan bloom,8,12,5,11,126389
1037,1037_phantom_shift_stutter_step_combat_magic_upgrade_1037.zip,Phantom-Shift Stutter-Step Combat Magic Upgrade 1037,Phantom-Shift,Neural-Linker,Shadow-Anchor,Stutter-Step,The Aegis Carapace,The Resonant Behemoth,The Grand Archivist,amber dusk,glass shard soundwave,archive white-gold,8,12,5,11,86501
1038,1038_sylvan_warden_vine_pull_combat_magic_upgrade_1038.zip,Sylvan Warden Vine-Pull Combat Magic Upgrade 1038,Sylvan Warden,Apex Flora,Ablative Carapace,Vine-Pull,The Tremor-Fiend,The Data-Forged Evolvarch,Tidespeaker Nami,acid rain,root snare,void blacklight sun,8,12,5,11,126708
1039,1039_flux_caster_flux_parry_combat_magic_upgrade_1039.zip,Flux-Caster Flux-Parry Combat Magic Upgrade 1039,Flux-Caster,Geo-Mage,Spell-Strike,Flux-Parry,The Scrap-Stalker,The Resonance Maestro,Beastmaster Thorne,snow squall,starfield dust,festival magenta sun,8,12,5,11,109432
1040,1040_protocol_weaver_the_red_pen_combat_magic_upgrade_1040.zip,Protocol Weaver The Red Pen Combat Magic Upgrade 1040,Protocol Weaver,EPI-Savant,Reality Tearing,The Red Pen,The Grid-Rushers,The Syndicate Lich,Director Vance,zero-g starstorm,glass shard soundwave,cold blue sunrise,8,12,5,11,109847
1041,1041_apex_mutator_beta_trigger_combat_magic_upgrade_1041.zip,Apex Mutator Beta Trigger Combat Magic Upgrade 1041,Apex Mutator,Biomech Beast,Feral Regeneration,Beta Trigger,The Siphon-Ticks,The Apex Chimera,The Grand Archivist,fog bank,root snare,golden sanctuary sun,8,12,5,11,126630
1042,1042_resonant_sub_woofer_slam_combat_magic_upgrade_1042.zip,Resonant Sub-Woofer Slam Combat Magic Upgrade 1042,Resonant,Tempo-Weaver,Halftime Stasis,Sub-Woofer Slam,The Venom-Spitter,The Astral Sovereign,Tidespeaker Nami,tidal surge,starfield dust,ash-orange glare,8,12,5,11,108971
1043,1043_packmaster_meat_shield_combat_magic_upgrade_1043.zip,Packmaster Meat-Shield Combat Magic Upgrade 1043,Packmaster,Feral Vanguard,Pack Mentality,Meat-Shield,Nexus Warden,The Null Anomaly,Beastmaster Thorne,clear dawn,glass shard soundwave,eclipse violet rim,8,12,5,11,83353
1044,1044_orbital_striker_the_rod_of_god_combat_magic_upgrade_1044.zip,Orbital Striker The Rod of God Combat Magic Upgrade 1044,Orbital Striker,Grav-Architect,Singularity Tether,The Rod of God,The Void Anomaly,The Ivory Behemoth,Director Vance,amber dusk,root snare,storm green cast,8,12,5,11,86330
1045,1045_scrap_tek_magnetic_tether_combat_magic_upgrade_1045.zip,Scrap-Tek Magnetic Tether Combat Magic Upgrade 1045,Scrap-Tek,Shock-Jockey,Static Grid,Magnetic Tether,The Scrap-Phalanx,The Ascendant Colossus,The Grand Archivist,acid rain,starfield dust,molten red noon,8,12,5,11,94826
1046,1046_kinetic_juggernaut_crater_drop_combat_magic_upgrade_1046.zip,Kinetic Juggernaut Crater Drop Combat Magic Upgrade 1046,Kinetic Juggernaut,Inertia Bastion,Heavy Grapple,Crater Drop,The Iron-Jaw Hound,The Resonant Behemoth,Tidespeaker Nami,snow squall,glass shard soundwave,deep-water cyan bloom,8,12,5,11,126081
1047,1047_phantom_shift_singularity_event_combat_magic_upgrade_1047.zip,Phantom-Shift Singularity Event Combat Magic Upgrade 1047,Phantom-Shift,Glass-Cannon,Sensory Feedback,Singularity Event,The Nexus Swarmers,The Data-Forged Evolvarch,Beastmaster Thorne,zero-g starstorm,root snare,archive white-gold,8,12,5,11,86755
1048,1048_sylvan_warden_briar_web_combat_magic_upgrade_1048.zip,Sylvan Warden Briar Web Combat Magic Upgrade 1048,Sylvan Warden,Root-Binder,Photosynthesis,Briar Web,The Sylvan Juggernaut,The Resonance Maestro,Director Vance,fog bank,starfield dust,void blacklight sun,8,12,5,11,126716
1049,1049_flux_caster_avatar_of_flux_combat_magic_upgrade_1049.zip,Flux-Caster Avatar of Flux Combat Magic Upgrade 1049,Flux-Caster,Elemental Weaver,Blizzard,Avatar of Flux,The Gnarl-Maws,The Syndicate Lich,The Grand Archivist,tidal surge,glass shard soundwave,festival magenta sun,8,12,5,11,109046
1050,1050_protocol_weaver_syntax_strike_combat_magic_upgrade_1050.zip,Protocol Weaver Syntax Strike Combat Magic Upgrade 1050,Protocol Weaver,Anomaly,Biomechanical Shift,Syntax Strike,The Aegis Carapace,The Apex Chimera,Tidespeaker Nami,clear dawn,root snare,cold blue sunrise,8,12,5,11,109876
1051,1051_apex_mutator_alpha_trigger_combat_magic_upgrade_1051.zip,Apex Mutator Alpha Trigger Combat Magic Upgrade 1051,Apex Mutator,Chimera Strand,Earth-Shaker,Alpha Trigger,The Tremor-Fiend,The Astral Sovereign,Beastmaster Thorne,amber dusk,starfield dust,golden sanctuary sun,8,12,5,11,126523
1052,1052_resonant_festival_headliner_combat_magic_upgrade_1052.zip,Resonant Festival Headliner Combat Magic Upgrade 1052,Resonant,Sonic Vanguard,Psychoacoustic Illusion,Festival Headliner,The Scrap-Stalker,The Null Anomaly,Director Vance,acid rain,glass shard soundwave,ash-orange glare,8,12,5,11,108624
1053,1053_packmaster_heel_heel_strike_combat_magic_upgrade_1053.zip,Packmaster Heel & Heel-Strike Combat Magic Upgrade 1053,Packmaster,Outward Hunter,Mounted Artillery,Heel & Heel-Strike,The Grid-Rushers,The Ivory Behemoth,The Grand Archivist,snow squall,root snare,eclipse violet rim,8,12,5,11,84240
1054,1054_orbital_striker_the_master_aviator_combat_magic_upgrade_1054.zip,Orbital Striker The Master Aviator Combat Magic Upgrade 1054,Orbital Striker,Orbital Bombardment,Kinetic Rods,The Master Aviator,The Siphon-Ticks,The Ascendant Colossus,Tidespeaker Nami,zero-g starstorm,starfield dust,storm green cast,8,12,5,11,85605
1055,1055_scrap_tek_junkyard_titan_combat_magic_upgrade_1055.zip,Scrap-Tek Junkyard Titan Combat Magic Upgrade 1055,Scrap-Tek,Exo-Brawler,Hydraulic Leap,Junkyard Titan,The Venom-Spitter,The Resonant Behemoth,Beastmaster Thorne,fog bank,glass shard soundwave,molten red noon,8,12,5,11,94668
1056,1056_kinetic_juggernaut_release_valve_combat_magic_upgrade_1056.zip,Kinetic Juggernaut Release Valve Combat Magic Upgrade 1056,Kinetic Juggernaut,Counter-Weight,Kinetic Absorption,Release Valve,Nexus Warden,The Data-Forged Evolvarch,Director Vance,tidal surge,root snare,deep-water cyan bloom,8,12,5,11,125654
1057,1057_phantom_shift_time_dilation_aura_combat_magic_upgrade_1057.zip,Phantom-Shift Time-Dilation Aura Combat Magic Upgrade 1057,Phantom-Shift,Void-Walker,Phase-Shift Assassination,Time-Dilation Aura,The Void Anomaly,The Resonance Maestro,The Grand Archivist,clear dawn,starfield dust,archive white-gold,8,12,5,11,86410
1058,1058_sylvan_warden_bramble_slam_combat_magic_upgrade_1058.zip,Sylvan Warden Bramble-Slam Combat Magic Upgrade 1058,Sylvan Warden,Iron-Bark,Thorns & Tethers,Bramble-Slam,The Scrap-Phalanx,The Syndicate Lich,Tidespeaker Nami,amber dusk,glass shard soundwave,void blacklight sun,8,12,5,11,127865
1059,1059_flux_caster_frame_trap_decoy_combat_magic_upgrade_1059.zip,Flux-Caster Frame-Trap Decoy Combat Magic Upgrade 1059,Flux-Caster,Aether-Blade,Superconduct,Frame-Trap Decoy,The Iron-Jaw Hound,The Apex Chimera,Beastmaster Thorne,acid rain,root snare,festival magenta sun,8,12,5,11,109060
1060,1060_protocol_weaver_system_override_combat_magic_upgrade_1060.zip,Protocol Weaver System Override Combat Magic Upgrade 1060,Protocol Weaver,Front-Matter Architect,Cognitive Override,System Override,The Nexus Swarmers,The Astral Sovereign,Director Vance,snow squall,starfield dust,cold blue sunrise,8,12,5,11,109405
1061,1061_apex_mutator_the_anomaly_virus_combat_magic_upgrade_1061.zip,Apex Mutator The Anomaly Virus Combat Magic Upgrade 1061,Apex Mutator,Data-Code Deviant,Scrap-Armor,The Anomaly Virus,The Sylvan Juggernaut,The Null Anomaly,The Grand Archivist,zero-g starstorm,glass shard soundwave,golden sanctuary sun,8,12,5,11,125880
1062,1062_resonant_dual_woofer_slam_combat_magic_upgrade_1062.zip,Resonant Dual-Woofer Slam Combat Magic Upgrade 1062,Resonant,Wakaan Mystic,Accelerando,Dual-Woofer Slam,The Gnarl-Maws,The Ivory Behemoth,Tidespeaker Nami,fog bank,root snare,ash-orange glare,8,12,5,11,109380
1063,1063_packmaster_release_the_hound_combat_magic_upgrade_1063.zip,Packmaster Release the Hound Combat Magic Upgrade 1063,Packmaster,Hound-Rider,Blood-Scent,Release the Hound,The Aegis Carapace,The Ascendant Colossus,Beastmaster Thorne,tidal surge,starfield dust,eclipse violet rim,8,12,5,11,83280
1064,1064_orbital_striker_exosphere_stasis_combat_magic_upgrade_1064.zip,Orbital Striker Exosphere Stasis Combat Magic Upgrade 1064,Orbital Striker,Zero-G Brawler,Frictionless Dash,Exosphere Stasis,The Tremor-Fiend,The Resonant Behemoth,Director Vance,clear dawn,glass shard soundwave,storm green cast,8,12,5,11,86678
1065,1065_scrap_tek_emp_grid_combat_magic_upgrade_1065.zip,Scrap-Tek EMP Grid Combat Magic Upgrade 1065,Scrap-Tek,Scavenger,Hunter-Killer Drones,EMP Grid,The Scrap-Stalker,The Data-Forged Evolvarch,The Grand Archivist,amber dusk,root snare,molten red noon,8,12,5,11,94778
1066,1066_kinetic_juggernaut_heavy_handed_combat_magic_upgrade_1066.zip,Kinetic Juggernaut Heavy-Handed Combat Magic Upgrade 1066,Kinetic Juggernaut,Momentum Engine,Inertial Mass,Heavy-Handed,The Grid-Rushers,The Resonance Maestro,Tidespeaker Nami,acid rain,starfield dust,deep-water cyan bloom,8,12,5,11,125480
1067,1067_phantom_shift_blink_parry_combat_magic_upgrade_1067.zip,Phantom-Shift Blink-Parry Combat Magic Upgrade 1067,Phantom-Shift,Chrono-Blade,Time-Loop,Blink-Parry,The Siphon-Ticks,The Syndicate Lich,Beastmaster Thorne,snow squall,glass shard soundwave,archive white-gold,8,12,5,11,86187
1068,1068_sylvan_warden_vine_whip_combat_magic_upgrade_1068.zip,Sylvan Warden Vine-Whip Combat Magic Upgrade 1068,Sylvan Warden,Verdant Weaver,Canopy Assault,Vine-Whip,The Venom-Spitter,The Apex Chimera,Director Vance,zero-g starstorm,root snare,void blacklight sun,8,12,5,11,127678
1069,1069_flux_caster_elemental_dive_combat_magic_upgrade_1069.zip,Flux-Caster Elemental Dive Combat Magic Upgrade 1069,Flux-Caster,Storm-Caller,Hurricane,Elemental Dive,Nexus Warden,The Astral Sovereign,The Grand Archivist,fog bank,starfield dust,festival magenta sun,8,12,5,11,110168
1070,1070_protocol_weaver_grapple_syntax_combat_magic_upgrade_1070.zip,Protocol Weaver Grapple Syntax Combat Magic Upgrade 1070,Protocol Weaver,Evolutionary Coder,Foundation Warding,Grapple Syntax,The Void Anomaly,The Null Anomaly,Tidespeaker Nami,tidal surge,glass shard soundwave,cold blue sunrise,8,12,5,11,109533
1071,1071_apex_mutator_assimilation_roar_combat_magic_upgrade_1071.zip,Apex Mutator Assimilation Roar Combat Magic Upgrade 1071,Apex Mutator,Primal Catalyst,Corrupted File,Assimilation Roar,The Scrap-Phalanx,The Ivory Behemoth,Beastmaster Thorne,clear dawn,root snare,golden sanctuary sun,8,12,5,11,126646
1072,1072_resonant_wall_of_sound_combat_magic_upgrade_1072.zip,Resonant Wall of Sound Combat Magic Upgrade 1072,Resonant,Sub-Bass Architect,Reverb Deflection,Wall of Sound,The Iron-Jaw Hound,The Ascendant Colossus,Director Vance,amber dusk,starfield dust,ash-orange glare,8,12,5,11,108787
1073,1073_packmaster_alpha_s_command_combat_magic_upgrade_1073.zip,Packmaster Alpha's Command Combat Magic Upgrade 1073,Packmaster,Alpha-Handler,Territorial Divide,Alpha's Command,The Nexus Swarmers,The Resonant Behemoth,The Grand Archivist,acid rain,glass shard soundwave,eclipse violet rim,8,12,5,11,83630
